year,month,day,hour,minute,dhi,dni,ghi,temperature
2022,8,6,3,30,0,0,0,20.9
2022,8,6,3,40,0,0,0,20.8
2022,8,6,3,50,0,0,0,20.7
2022,8,6,4,0,0,0,0,20.6
2022,8,6,4,10,0,0,0,20.6
2022,8,6,4,20,0,0,0,20.6
2022,8,6,4,30,0,0,0,20.6
2022,8,6,4,40,0,0,0,20.5
2022,8,6,4,50,0,0,0,20.5
2022,8,6,5,0,0,0,0,20.5
2022,8,6,5,10,0,0,0,20.8
2022,8,6,5,20,0,0,0,21.2
2022,8,6,5,30,0,0,0,21.5
2022,8,6,5,40,6,0,6,21.9
2022,8,6,5,50,19,207,30,22.2
2022,8,6,6,0,26,292,50,22.6
2022,8,6,6,10,32,366,74,22.9
2022,8,6,6,20,66,18,69,23.2
2022,8,6,6,30,82,8,84,23.5
2022,8,6,6,40,101,15,104,23.8
2022,8,6,6,50,118,17,122,24.1
2022,8,6,7,0,90,2,90,24.4
2022,8,6,7,10,92,1,93,24.7
2022,8,6,7,20,35,0,35,24.9
2022,8,6,7,30,159,11,163,25.2
2022,8,6,7,40,114,1,114,25.5
2022,8,6,7,50,101,0,101,25.8
2022,8,6,8,0,119,0,120,26.1
2022,8,6,8,10,122,0,122,26.2
2022,8,6,8,20,64,0,64,26.4
2022,8,6,8,30,173,1,174,26.6
2022,8,6,8,40,225,5,228,26.8
2022,8,6,8,50,249,9,255,27
2022,8,6,9,0,265,11,271,27.1
2022,8,6,9,10,171,0,171,27.2
2022,8,6,9,20,339,267,518,27.3
2022,8,6,9,30,146,0,146,27.3
2022,8,6,9,40,78,0,78,27.4
2022,8,6,9,50,51,0,51,27.5
2022,8,6,10,0,75,0,75,27.5
2022,8,6,10,10,42,0,42,27.6
2022,8,6,10,20,350,11,358,27.7
2022,8,6,10,30,435,155,561,27.7
2022,8,6,10,40,440,223,624,27.8
2022,8,6,10,50,234,0,234,27.9
2022,8,6,11,0,428,121,531,27.9
2022,8,6,11,10,221,0,221,27.8
2022,8,6,11,20,469,203,647,27.7
2022,8,6,11,30,464,262,695,27.7
2022,8,6,11,40,480,207,666,27.6
2022,8,6,11,50,382,480,813,27.5
2022,8,6,12,0,357,535,840,27.4
2022,8,6,12,10,454,336,759,27.1
2022,8,6,12,20,355,2,357,26.9
2022,8,6,12,30,379,324,675,26.6
2022,8,6,12,40,397,45,438,26.3
2022,8,6,12,50,384,5,389,26.1
2022,8,6,13,0,193,1,194,25.8
2022,8,6,13,10,324,9,332,25.5
2022,8,6,13,20,40,0,40,25.3
2022,8,6,13,30,31,0,31,25
2022,8,6,13,40,326,9,334,24.8
2022,8,6,13,50,29,0,29,24.5
2022,8,6,14,0,97,0,97,24.3
2022,8,6,14,10,66,0,66,24.1
2022,8,6,14,20,24,0,24,23.9
2022,8,6,14,30,28,0,28,23.8
2022,8,6,14,40,44,0,44,23.6
2022,8,6,14,50,254,6,259,23.4
2022,8,6,15,0,34,0,34,23.2
2022,8,6,15,10,62,0,62,23.2
2022,8,6,15,20,55,0,55,23.1
2022,8,6,15,30,145,1,146,23
2022,8,6,15,40,228,10,235,22.9
2022,8,6,15,50,214,9,220,22.8
2022,8,6,16,0,295,32,316,22.7
2022,8,6,16,10,263,13,271,22.6
2022,8,6,16,20,124,0,124,22.6
2022,8,6,16,30,217,4,219,22.5
2022,8,6,16,40,207,55,237,22.4
2022,8,6,16,50,221,157,299,22.4
2022,8,6,17,0,248,166,327,22.3
2022,8,6,17,10,231,163,304,22.1
2022,8,6,17,20,201,234,298,22
2022,8,6,17,30,82,0,82,21.8
2022,8,6,17,40,64,677,303,21.7
2022,8,6,17,50,61,651,271,21.5
2022,8,6,18,0,57,623,239,21.4
2022,8,6,18,10,54,590,207,21.2
2022,8,6,18,20,116,32,124,20.9
2022,8,6,18,30,46,509,146,20.7
2022,8,6,18,40,41,459,117,20.5
2022,8,6,18,50,35,402,89,20.3
2022,8,6,19,0,42,2,43,20.1
2022,8,6,19,10,26,0,26,20
2022,8,6,19,20,9,0,9,19.9
2022,8,6,19,30,0,0,0,19.8
2022,8,6,19,40,0,0,0,19.7
2022,8,6,19,50,0,0,0,19.6
2022,8,6,20,0,0,0,0,19.5
2022,8,6,20,10,0,0,0,19.5
2022,8,6,20,20,0,0,0,19.5
2022,8,6,20,30,0,0,0,19.4
2022,8,6,20,40,0,0,0,19.4
2022,8,6,20,50,0,0,0,19.4
2022,8,6,21,0,0,0,0,19.4
2022,8,6,21,10,0,0,0,19.3
2022,8,6,21,20,0,0,0,19.3
2022,8,6,21,30,0,0,0,19.3
2022,8,6,21,40,0,0,0,19.3
2022,8,6,21,50,0,0,0,19.3
2022,8,6,22,0,0,0,0,19.3
2022,8,6,22,10,0,0,0,19.2
2022,8,6,22,20,0,0,0,19.2
2022,8,6,22,30,0,0,0,19.2
2022,8,6,22,40,0,0,0,19.2
2022,8,6,22,50,0,0,0,19.1
2022,8,6,23,0,0,0,0,19.1
2022,8,6,23,10,0,0,0,19.1
2022,8,6,23,20,0,0,0,19.1
2022,8,6,23,30,0,0,0,19.1
2022,8,6,23,40,0,0,0,19
2022,8,6,23,50,0,0,0,19
2022,8,7,0,0,0,0,0,19
2022,8,7,0,10,0,0,0,19
2022,8,7,0,20,0,0,0,19
2022,8,7,0,30,0,0,0,19
2022,8,7,0,40,0,0,0,19
2022,8,7,0,50,0,0,0,18.9
2022,8,7,1,0,0,0,0,18.9
2022,8,7,1,10,0,0,0,18.9
2022,8,7,1,20,0,0,0,18.9
2022,8,7,1,30,0,0,0,18.9
2022,8,7,1,40,0,0,0,18.9
2022,8,7,1,50,0,0,0,18.9
2022,8,7,2,0,0,0,0,18.8
2022,8,7,2,10,0,0,0,18.8
2022,8,7,2,20,0,0,0,18.8
2022,8,7,2,30,0,0,0,18.7
2022,8,7,2,40,0,0,0,18.7
2022,8,7,2,50,0,0,0,18.7
2022,8,7,3,0,0,0,0,18.6
2022,8,7,3,10,0,0,0,18.6
2022,8,7,3,20,0,0,0,18.5
2022,8,7,3,30,0,0,0,18.4
2022,8,7,3,40,0,0,0,18.4
2022,8,7,3,50,0,0,0,18.3
2022,8,7,4,0,0,0,0,18.3
2022,8,7,4,10,0,0,0,18.2
2022,8,7,4,20,0,0,0,18.2
2022,8,7,4,30,0,0,0,18.2
2022,8,7,4,40,0,0,0,18.1
2022,8,7,4,50,0,0,0,18.1
2022,8,7,5,0,0,0,0,18.1
2022,8,7,5,10,0,0,0,18.3
2022,8,7,5,20,0,0,0,18.6
2022,8,7,5,30,0,0,0,18.9
2022,8,7,5,40,10,117,13,19.1
2022,8,7,5,50,18,214,28,19.4
2022,8,7,6,0,25,301,49,19.6
2022,8,7,6,10,31,380,73,20.1
2022,8,7,6,20,37,445,100,20.6
2022,8,7,6,30,42,501,129,21
2022,8,7,6,40,46,549,159,21.5
2022,8,7,6,50,51,590,190,21.9
2022,8,7,7,0,54,627,223,22.4
2022,8,7,7,10,58,658,255,22.9
2022,8,7,7,20,61,686,288,23.3
2022,8,7,7,30,64,712,321,23.8
2022,8,7,7,40,66,736,355,24.2
2022,8,7,7,50,68,759,389,24.7
2022,8,7,8,0,71,777,422,25.1
2022,8,7,8,10,73,793,455,25.5
2022,8,7,8,20,75,808,487,25.8
2022,8,7,8,30,77,822,519,26.2
2022,8,7,8,40,78,835,550,26.5
2022,8,7,8,50,80,846,581,26.8
2022,8,7,9,0,82,856,610,27.2
2022,8,7,9,10,83,866,639,27.4
2022,8,7,9,20,85,874,667,27.7
2022,8,7,9,30,86,882,694,28
2022,8,7,9,40,86,891,721,28.2
2022,8,7,9,50,87,898,746,28.5
2022,8,7,10,0,88,904,769,28.7
2022,8,7,10,10,89,909,792,28.9
2022,8,7,10,20,90,917,815,29.1
2022,8,7,10,30,91,921,835,29.3
2022,8,7,10,40,87,933,855,29.5
2022,8,7,10,50,88,937,872,29.6
2022,8,7,11,0,88,940,888,29.8
2022,8,7,11,10,89,943,902,29.9
2022,8,7,11,20,89,945,915,30.1
2022,8,7,11,30,90,947,926,30.2
2022,8,7,11,40,90,949,935,30.3
2022,8,7,11,50,91,950,943,30.4
2022,8,7,12,0,91,952,949,30.5
2022,8,7,12,10,91,952,954,30.6
2022,8,7,12,20,91,953,957,30.6
2022,8,7,12,30,91,953,958,30.7
2022,8,7,12,40,91,956,961,30.8
2022,8,7,12,50,91,956,959,30.8
2022,8,7,13,0,90,956,955,30.9
2022,8,7,13,10,90,955,950,30.9
2022,8,7,13,20,90,953,943,30.9
2022,8,7,13,30,90,952,935,30.9
2022,8,7,13,40,88,954,927,31
2022,8,7,13,50,88,952,916,31
2022,8,7,14,0,88,949,902,31
2022,8,7,14,10,87,946,888,31
2022,8,7,14,20,86,943,871,31
2022,8,7,14,30,85,942,856,30.9
2022,8,7,14,40,84,940,837,30.9
2022,8,7,14,50,83,935,816,30.9
2022,8,7,15,0,82,930,795,30.8
2022,8,7,15,10,81,928,774,30.7
2022,8,7,15,20,80,922,749,30.6
2022,8,7,15,30,79,915,724,30.5
2022,8,7,15,40,77,910,698,30.5
2022,8,7,15,50,76,906,672,30.4
2022,8,7,16,0,75,897,643,30.3
2022,8,7,16,10,73,888,614,30.1
2022,8,7,16,20,72,878,583,29.9
2022,8,7,16,30,71,870,554,29.7
2022,8,7,16,40,68,861,522,29.6
2022,8,7,16,50,67,848,490,29.4
2022,8,7,17,0,65,833,457,29.2
2022,8,7,17,10,63,821,425,28.9
2022,8,7,17,20,61,803,391,28.5
2022,8,7,17,30,59,783,357,28.2
2022,8,7,17,40,56,763,323,27.9
2022,8,7,17,50,53,741,290,27.5
2022,8,7,18,0,51,713,256,27.2
2022,8,7,18,10,48,681,222,26.7
2022,8,7,18,20,44,644,189,26.1
2022,8,7,18,30,41,605,158,25.6
2022,8,7,18,40,36,559,127,25.1
2022,8,7,18,50,32,501,97,24.6
2022,8,7,19,0,26,431,69,24.1
2022,8,7,19,10,21,347,45,24
2022,8,7,19,20,14,247,24,23.9
2022,8,7,19,30,0,0,0,23.8
2022,8,7,19,40,0,0,0,23.7
2022,8,7,19,50,0,0,0,23.6
2022,8,7,20,0,0,0,0,23.5
2022,8,7,20,10,0,0,0,23.5
2022,8,7,20,20,0,0,0,23.4
2022,8,7,20,30,0,0,0,23.3
2022,8,7,20,40,0,0,0,23.3
2022,8,7,20,50,0,0,0,23.2
2022,8,7,21,0,0,0,0,23.1
2022,8,7,21,10,0,0,0,23
2022,8,7,21,20,0,0,0,22.9
2022,8,7,21,30,0,0,0,22.7
2022,8,7,21,40,0,0,0,22.6
2022,8,7,21,50,0,0,0,22.5
2022,8,7,22,0,0,0,0,22.3
2022,8,7,22,10,0,0,0,22.2
2022,8,7,22,20,0,0,0,22
2022,8,7,22,30,0,0,0,21.9
2022,8,7,22,40,0,0,0,21.7
2022,8,7,22,50,0,0,0,21.6
2022,8,7,23,0,0,0,0,21.4
2022,8,7,23,10,0,0,0,21.3
2022,8,7,23,20,0,0,0,21.2
2022,8,7,23,30,0,0,0,21
2022,8,7,23,40,0,0,0,20.9
2022,8,7,23,50,0,0,0,20.8
2022,8,8,0,0,0,0,0,20.6
2022,8,8,0,10,0,0,0,20.5
2022,8,8,0,20,0,0,0,20.4
2022,8,8,0,30,0,0,0,20.3
2022,8,8,0,40,0,0,0,20.1
2022,8,8,0,50,0,0,0,20
2022,8,8,1,0,0,0,0,19.9
2022,8,8,1,10,0,0,0,19.8
2022,8,8,1,20,0,0,0,19.7
2022,8,8,1,30,0,0,0,19.6
2022,8,8,1,40,0,0,0,19.5
2022,8,8,1,50,0,0,0,19.4
2022,8,8,2,0,0,0,0,19.3
2022,8,8,2,10,0,0,0,19.2
2022,8,8,2,20,0,0,0,19.2
2022,8,8,2,30,0,0,0,19.1
2022,8,8,2,40,0,0,0,19
2022,8,8,2,50,0,0,0,18.9
2022,8,8,3,0,0,0,0,18.8
2022,8,8,3,10,0,0,0,18.8
2022,8,8,3,20,0,0,0,18.7
2022,8,8,3,30,0,0,0,18.7
2022,8,8,3,40,0,0,0,18.6
2022,8,8,3,50,0,0,0,18.6
2022,8,8,4,0,0,0,0,18.5
2022,8,8,4,10,0,0,0,18.5
2022,8,8,4,20,0,0,0,18.5
2022,8,8,4,30,0,0,0,18.5
2022,8,8,4,40,0,0,0,18.5
2022,8,8,4,50,0,0,0,18.4
2022,8,8,5,0,0,0,0,18.4
2022,8,8,5,10,0,0,0,18.7
2022,8,8,5,20,0,0,0,19
2022,8,8,5,30,0,0,0,19.3
2022,8,8,5,40,10,151,13,19.6
2022,8,8,5,50,17,260,29,19.9
2022,8,8,6,0,23,353,51,20.2
2022,8,8,6,10,29,432,76,20.7
2022,8,8,6,20,34,499,104,21.3
2022,8,8,6,30,39,555,134,21.9
2022,8,8,6,40,44,599,165,22.5
2022,8,8,6,50,47,640,198,23.1
2022,8,8,7,0,51,673,230,23.6
2022,8,8,7,10,54,704,263,24.3
2022,8,8,7,20,57,732,297,24.9
2022,8,8,7,30,60,756,331,25.5
2022,8,8,7,40,62,777,365,26.1
2022,8,8,7,50,65,796,399,26.8
2022,8,8,8,0,67,814,433,27.4
2022,8,8,8,10,69,830,466,27.8
2022,8,8,8,20,71,844,499,28.2
2022,8,8,8,30,72,857,532,28.6
2022,8,8,8,40,74,870,564,29
2022,8,8,8,50,75,881,595,29.4
2022,8,8,9,0,77,891,625,29.8
2022,8,8,9,10,78,900,655,30
2022,8,8,9,20,80,908,683,30.3
2022,8,8,9,30,81,916,711,30.5
2022,8,8,9,40,81,924,737,30.8
2022,8,8,9,50,83,930,763,31
2022,8,8,10,0,84,936,787,31.3
2022,8,8,10,10,85,944,812,31.5
2022,8,8,10,20,85,949,834,31.6
2022,8,8,10,30,86,954,854,31.8
2022,8,8,10,40,80,968,875,32
2022,8,8,10,50,81,972,893,32.2
2022,8,8,11,0,81,975,908,32.4
2022,8,8,11,10,82,977,923,32.5
2022,8,8,11,20,82,980,936,32.6
2022,8,8,11,30,83,982,947,32.7
2022,8,8,11,40,83,984,957,32.8
2022,8,8,11,50,83,985,965,32.9
2022,8,8,12,0,83,987,971,33
2022,8,8,12,10,83,987,976,33.1
2022,8,8,12,20,83,988,979,33.1
2022,8,8,12,30,83,992,984,33.2
2022,8,8,12,40,82,993,984,33.2
2022,8,8,12,50,82,993,982,33.3
2022,8,8,13,0,82,992,978,33.3
2022,8,8,13,10,82,991,972,33.3
2022,8,8,13,20,81,990,965,33.3
2022,8,8,13,30,81,989,957,33.3
2022,8,8,13,40,79,990,947,33.3
2022,8,8,13,50,78,988,935,33.3
2022,8,8,14,0,78,986,922,33.3
2022,8,8,14,10,77,983,907,33.3
2022,8,8,14,20,77,980,890,33.3
2022,8,8,14,30,76,976,872,33.2
2022,8,8,14,40,75,977,856,33.2
2022,8,8,14,50,74,973,835,33.1
2022,8,8,15,0,74,969,813,33.1
2022,8,8,15,10,73,964,790,32.9
2022,8,8,15,20,72,958,765,32.8
2022,8,8,15,30,71,952,739,32.7
2022,8,8,15,40,70,946,712,32.6
2022,8,8,15,50,69,939,684,32.5
2022,8,8,16,0,67,931,655,32.4
2022,8,8,16,10,66,922,625,32.2
2022,8,8,16,20,65,913,594,32
2022,8,8,16,30,64,903,562,31.9
2022,8,8,16,40,63,890,530,31.7
2022,8,8,16,50,61,877,497,31.5
2022,8,8,17,0,59,863,463,31.3
2022,8,8,17,10,58,848,429,30.9
2022,8,8,17,20,56,831,395,30.5
2022,8,8,17,30,54,812,360,30
2022,8,8,17,40,52,787,325,29.6
2022,8,8,17,50,50,763,291,29.2
2022,8,8,18,0,48,735,257,28.7
2022,8,8,18,10,45,703,223,28.3
2022,8,8,18,20,42,667,190,27.8
2022,8,8,18,30,38,628,158,27.3
2022,8,8,18,40,35,574,126,26.9
2022,8,8,18,50,31,514,96,26.4
2022,8,8,19,0,25,443,68,25.9
2022,8,8,19,10,20,356,43,25.9
2022,8,8,19,20,14,251,22,25.8
2022,8,8,19,30,0,0,0,25.8
2022,8,8,19,40,0,0,0,25.7
2022,8,8,19,50,0,0,0,25.7
2022,8,8,20,0,0,0,0,25.6
2022,8,8,20,10,0,0,0,25.6
2022,8,8,20,20,0,0,0,25.6
2022,8,8,20,30,0,0,0,25.5
2022,8,8,20,40,0,0,0,25.5
2022,8,8,20,50,0,0,0,25.5
2022,8,8,21,0,0,0,0,25.5
2022,8,8,21,10,0,0,0,25.4
2022,8,8,21,20,0,0,0,25.3
2022,8,8,21,30,0,0,0,25.3
2022,8,8,21,40,0,0,0,25.2
2022,8,8,21,50,0,0,0,25.1
2022,8,8,22,0,0,0,0,25.1
2022,8,8,22,10,0,0,0,24.9
2022,8,8,22,20,0,0,0,24.8
2022,8,8,22,30,0,0,0,24.7
2022,8,8,22,40,0,0,0,24.6
2022,8,8,22,50,0,0,0,24.5
2022,8,8,23,0,0,0,0,24.4
2022,8,8,23,10,0,0,0,24.2
2022,8,8,23,20,0,0,0,24.1
2022,8,8,23,30,0,0,0,24
2022,8,8,23,40,0,0,0,23.8
2022,8,8,23,50,0,0,0,23.7
2022,8,9,0,0,0,0,0,23.5
2022,8,9,0,10,0,0,0,23.4
2022,8,9,0,20,0,0,0,23.3
2022,8,9,0,30,0,0,0,23.1
2022,8,9,0,40,0,0,0,23
2022,8,9,0,50,0,0,0,22.9
2022,8,9,1,0,0,0,0,22.7
2022,8,9,1,10,0,0,0,22.6
2022,8,9,1,20,0,0,0,22.5
2022,8,9,1,30,0,0,0,22.4
2022,8,9,1,40,0,0,0,22.2
2022,8,9,1,50,0,0,0,22.1
2022,8,9,2,0,0,0,0,22
2022,8,9,2,10,0,0,0,21.9
2022,8,9,2,20,0,0,0,21.8
2022,8,9,2,30,0,0,0,21.7
2022,8,9,2,40,0,0,0,21.6
2022,8,9,2,50,0,0,0,21.5
2022,8,9,3,0,0,0,0,21.4
2022,8,9,3,10,0,0,0,21.3
2022,8,9,3,20,0,0,0,21.2
2022,8,9,3,30,0,0,0,21.1
2022,8,9,3,40,0,0,0,21
2022,8,9,3,50,0,0,0,20.9
2022,8,9,4,0,0,0,0,20.8
2022,8,9,4,10,0,0,0,20.7
2022,8,9,4,20,0,0,0,20.6
2022,8,9,4,30,0,0,0,20.5
2022,8,9,4,40,0,0,0,20.5
2022,8,9,4,50,0,0,0,20.4
2022,8,9,5,0,0,0,0,20.3
2022,8,9,5,10,0,0,0,20.5
2022,8,9,5,20,0,0,0,20.8
2022,8,9,5,30,0,0,0,21
2022,8,9,5,40,0,0,0,21.2
2022,8,9,5,50,15,269,27,21.5
2022,8,9,6,0,22,364,49,21.7
2022,8,9,6,10,27,444,74,22.4
2022,8,9,6,20,32,511,102,23
2022,8,9,6,30,37,567,132,23.7
2022,8,9,6,40,40,615,164,24.3
2022,8,9,6,50,44,656,196,24.9
2022,8,9,7,0,47,691,229,25.6
2022,8,9,7,10,50,722,263,26.2
2022,8,9,7,20,53,749,297,26.9
2022,8,9,7,30,55,773,331,27.5
2022,8,9,7,40,57,795,365,28.2
2022,8,9,7,50,59,814,399,28.8
2022,8,9,8,0,61,831,433,29.4
2022,8,9,8,10,63,847,466,29.8
2022,8,9,8,20,64,861,499,30.2
2022,8,9,8,30,66,873,532,30.6
2022,8,9,8,40,67,885,563,31
2022,8,9,8,50,69,895,595,31.4
2022,8,9,9,0,70,905,625,31.8
2022,8,9,9,10,71,913,654,32.1
2022,8,9,9,20,73,921,683,32.4
2022,8,9,9,30,74,929,710,32.6
2022,8,9,9,40,75,935,737,32.9
2022,8,9,9,50,76,941,762,33.2
2022,8,9,10,0,77,947,786,33.5
2022,8,9,10,10,77,952,809,33.7
2022,8,9,10,20,78,957,831,33.9
2022,8,9,10,30,79,961,851,34.1
2022,8,9,10,40,78,967,870,34.4
2022,8,9,10,50,79,970,887,34.6
2022,8,9,11,0,79,973,903,34.8
2022,8,9,11,10,80,976,917,34.9
2022,8,9,11,20,80,978,930,35.1
2022,8,9,11,30,81,980,941,35.2
2022,8,9,11,40,81,982,951,35.4
2022,8,9,11,50,81,983,959,35.5
2022,8,9,12,0,81,984,965,35.6
2022,8,9,12,10,82,985,970,35.7
2022,8,9,12,20,82,985,973,35.8
2022,8,9,12,30,82,986,974,35.9
2022,8,9,12,40,81,986,974,36
2022,8,9,12,50,81,986,972,36.1
2022,8,9,13,0,81,986,969,36.1
2022,8,9,13,10,81,985,963,36.2
2022,8,9,13,20,81,983,956,36.2
2022,8,9,13,30,80,982,948,36.2
2022,8,9,13,40,81,979,937,36.2
2022,8,9,13,50,81,976,925,36.3
2022,8,9,14,0,80,974,912,36.3
2022,8,9,14,10,80,971,897,36.2
2022,8,9,14,20,79,968,880,36.2
2022,8,9,14,30,79,961,860,36.1
2022,8,9,14,40,78,957,840,36.1
2022,8,9,14,50,77,953,820,36
2022,8,9,15,0,76,948,798,36
2022,8,9,15,10,75,943,774,35.9
2022,8,9,15,20,75,937,750,35.8
2022,8,9,15,30,74,931,724,35.7
2022,8,9,15,40,73,924,697,35.5
2022,8,9,15,50,71,917,669,35.4
2022,8,9,16,0,70,908,641,35.3
2022,8,9,16,10,69,899,611,35.1
2022,8,9,16,20,68,889,580,34.9
2022,8,9,16,30,66,879,549,34.7
2022,8,9,16,40,65,866,517,34.5
2022,8,9,16,50,63,853,484,34.3
2022,8,9,17,0,62,838,451,34.1
2022,8,9,17,10,60,822,417,33.6
2022,8,9,17,20,58,804,384,33.1
2022,8,9,17,30,56,784,350,32.6
2022,8,9,17,40,54,759,315,32.1
2022,8,9,17,50,52,734,281,31.6
2022,8,9,18,0,49,705,247,31
2022,8,9,18,10,46,673,214,30.6
2022,8,9,18,20,43,635,181,30.1
2022,8,9,18,30,39,588,148,29.7
2022,8,9,18,40,35,531,117,29.2
2022,8,9,18,50,30,470,88,28.7
2022,8,9,19,0,25,398,62,28.3
2022,8,9,19,10,19,313,38,28.2
2022,8,9,19,20,13,2,14,28.2
2022,8,9,19,30,0,0,0,28.2
2022,8,9,19,40,0,0,0,28.1
2022,8,9,19,50,0,0,0,28.1
2022,8,9,20,0,0,0,0,28.1
2022,8,9,20,10,0,0,0,28
2022,8,9,20,20,0,0,0,27.9
2022,8,9,20,30,0,0,0,27.9
2022,8,9,20,40,0,0,0,27.8
2022,8,9,20,50,0,0,0,27.7
2022,8,9,21,0,0,0,0,27.6
2022,8,9,21,10,0,0,0,27.4
2022,8,9,21,20,0,0,0,27.2
2022,8,9,21,30,0,0,0,27
2022,8,9,21,40,0,0,0,26.8
2022,8,9,21,50,0,0,0,26.6
2022,8,9,22,0,0,0,0,26.4
2022,8,9,22,10,0,0,0,26.2
2022,8,9,22,20,0,0,0,26
2022,8,9,22,30,0,0,0,25.8
2022,8,9,22,40,0,0,0,25.6
2022,8,9,22,50,0,0,0,25.4
2022,8,9,23,0,0,0,0,25.3
2022,8,9,23,10,0,0,0,25.2
2022,8,9,23,20,0,0,0,25.1
2022,8,9,23,30,0,0,0,24.9
2022,8,9,23,40,0,0,0,24.8
2022,8,9,23,50,0,0,0,24.7
2022,8,10,0,0,0,0,0,24.6
2022,8,10,0,10,0,0,0,24.6
2022,8,10,0,20,0,0,0,24.6
2022,8,10,0,30,0,0,0,24.6
2022,8,10,0,40,0,0,0,24.5
2022,8,10,0,50,0,0,0,24.5
2022,8,10,1,0,0,0,0,24.5
2022,8,10,1,10,0,0,0,24.4
2022,8,10,1,20,0,0,0,24.3
2022,8,10,1,30,0,0,0,24.2
2022,8,10,1,40,0,0,0,24.1
2022,8,10,1,50,0,0,0,23.9
2022,8,10,2,0,0,0,0,23.8
2022,8,10,2,10,0,0,0,23.7
2022,8,10,2,20,0,0,0,23.5
2022,8,10,2,30,0,0,0,23.3
2022,8,10,2,40,0,0,0,23.2
2022,8,10,2,50,0,0,0,23
2022,8,10,3,0,0,0,0,22.9
2022,8,10,3,10,0,0,0,22.7
2022,8,10,3,20,0,0,0,22.6
2022,8,10,3,30,0,0,0,22.5
2022,8,10,3,40,0,0,0,22.4
2022,8,10,3,50,0,0,0,22.3
2022,8,10,4,0,0,0,0,22.2
2022,8,10,4,10,0,0,0,22.1
2022,8,10,4,20,0,0,0,22.1
2022,8,10,4,30,0,0,0,22
2022,8,10,4,40,0,0,0,21.9
2022,8,10,4,50,0,0,0,21.8
2022,8,10,5,0,0,0,0,21.8
2022,8,10,5,10,0,0,0,22.1
2022,8,10,5,20,0,0,0,22.4
2022,8,10,5,30,0,0,0,22.7
2022,8,10,5,40,0,0,0,23.1
2022,8,10,5,50,17,1,17,23.4
2022,8,10,6,0,34,11,35,23.7
2022,8,10,6,10,46,12,47,24.2
2022,8,10,6,20,3,0,3,24.8
2022,8,10,6,30,73,17,75,25.3
2022,8,10,6,40,64,6,65,25.9
2022,8,10,6,50,93,18,97,26.4
2022,8,10,7,0,113,56,128,27
2022,8,10,7,10,14,0,14,27.4
2022,8,10,7,20,84,7,86,27.8
2022,8,10,7,30,163,122,207,28.3
2022,8,10,7,40,109,11,113,28.7
2022,8,10,7,50,172,224,264,29.1
2022,8,10,8,0,191,187,274,29.6
2022,8,10,8,10,185,31,200,29.9
2022,8,10,8,20,224,74,261,30.2
2022,8,10,8,30,183,421,406,30.5
2022,8,10,8,40,171,15,179,30.8
2022,8,10,8,50,136,0,136,31.1
2022,8,10,9,0,219,2,220,31.4
2022,8,10,9,10,270,56,306,31.4
2022,8,10,9,20,202,4,204,31.4
2022,8,10,9,30,309,188,438,31.5
2022,8,10,9,40,283,30,305,31.5
2022,8,10,9,50,287,328,526,31.5
2022,8,10,10,0,285,395,580,31.6
2022,8,10,10,10,204,662,711,31.3
2022,8,10,10,20,117,827,766,31.1
2022,8,10,10,30,118,832,785,30.9
2022,8,10,10,40,113,847,805,30.6
2022,8,10,10,50,195,709,784,30.4
2022,8,10,11,0,115,854,836,30.1
2022,8,10,11,10,115,857,850,29.8
2022,8,10,11,20,116,860,862,29.5
2022,8,10,11,30,117,863,873,29.2
2022,8,10,11,40,115,868,883,28.8
2022,8,10,11,50,115,870,890,28.5
2022,8,10,12,0,116,871,896,28.2
2022,8,10,12,10,195,735,857,28
2022,8,10,12,20,116,874,905,27.9
2022,8,10,12,30,116,875,907,27.8
2022,8,10,12,40,105,892,911,27.6
2022,8,10,12,50,183,753,863,27.5
2022,8,10,13,0,379,307,656,27.4
2022,8,10,13,10,330,430,714,27.4
2022,8,10,13,20,273,547,758,27.5
2022,8,10,13,30,380,53,426,27.6
2022,8,10,13,40,198,704,812,27.6
2022,8,10,13,50,347,347,647,27.7
2022,8,10,14,0,180,742,812,27.8
2022,8,10,14,10,333,359,635,27.9
2022,8,10,14,20,342,317,604,28.1
2022,8,10,14,30,232,567,691,28.3
2022,8,10,14,40,202,636,706,28.4
2022,8,10,14,50,193,655,702,28.6
2022,8,10,15,0,268,405,576,28.7
2022,8,10,15,10,315,219,477,28.9
2022,8,10,15,20,270,396,554,29
2022,8,10,15,30,192,592,604,29.1
2022,8,10,15,40,180,621,598,29.3
2022,8,10,15,50,76,859,634,29.4
2022,8,10,16,0,75,850,606,29.6
2022,8,10,16,10,74,840,577,29.6
2022,8,10,16,20,72,830,548,29.6
2022,8,10,16,30,155,622,495,29.6
2022,8,10,16,40,212,269,352,29.6
2022,8,10,16,50,183,368,363,29.6
2022,8,10,17,0,193,211,290,29.6
2022,8,10,17,10,178,238,280,29.2
2022,8,10,17,20,13,0,13,28.9
2022,8,10,17,30,30,0,30,28.5
2022,8,10,17,40,5,0,5,28.2
2022,8,10,17,50,5,0,5,27.8
2022,8,10,18,0,48,1,48,27.5
2022,8,10,18,10,52,1,53,27.1
2022,8,10,18,20,35,0,35,26.8
2022,8,10,18,30,14,0,14,26.5
2022,8,10,18,40,36,1,37,26.2
2022,8,10,18,50,28,1,28,25.8
2022,8,10,19,0,20,0,20,25.5
